city,country,latitude,longitude,temperature,humidity (%),cloudiness (%),wind_speed (kmph)
terryville,us,29,-97,8,85,1,2
zangakatun,am,39,45,1,100,92,1
padang,id,0,100,27,100,24,0
kavos,gr,38,22,9,70,75,1
santa vitoria,br,-7,-67,22,98,44,0
noshiro,jp,40,140,-1,100,75,3
xuanhua,cn,40,115,-9,44,8,0
banff,ca,51,-115,-20,77,32,0
gondar,et,41,-8,9,100,32,2
jomalig,ph,,,,,,
khromtau,kz,50,58,-12,68,76,1
ennis,ie,52,-8,5,93,40,1
pozo colorado,py,-23,-58,29,45,48,4
venustiano carranza,mx,19,-99,19,42,40,2
chhabra,in,24,76,18,45,76,4
gunupur,in,19,83,21,62,0,1
kamogawa,jp,35,140,6,52,75,5
dongobesh,tz,-4,35,14,99,92,1
salmo,ca,49,-117,-9,91,88,0
xam nua,la,20,104,16,93,64,1
saint albans,us,44,-73,-1,70,90,2
palaikastron,gr,35,26,17,96,0,6
saint john,ca,45,-66,-8,78,90,1
navahrudak,by,53,25,4,98,92,5
bin qirdan,tn,33,11,8,93,0,3
chaochou,tw,,,,,,
khovu-aksy,ru,51,93,-33,40,20,1
energetik,ru,51,58,-12,95,92,1
puerto cortes,hn,,,,,,
rapar,in,23,70,14,81,0,1
bhasawar,in,27,77,12,84,0,1
puteyets,ru,65,57,-6,84,80,3
chaoyang,cn,41,120,-6,27,0,1
torata,pe,-17,-70,3,70,0,0
guichicovi,mx,,,,,,
bilibino,ru,68,166,-38,73,48,0
onega,ru,63,38,-4,97,88,5
orda,ru,57,56,-6,92,92,3
ruiz,mx,21,-105,17,77,0,0
meylan,fr,45,5,7,87,75,6
marolambo,mg,-20,48,14,83,0,1
estrela,br,-29,-51,16,82,8,0
ostashkov,ru,57,33,-1,94,88,3
hlotse,ls,,,,,,
palana,ru,59,159,-17,61,44,1
ashtabula,us,41,-80,-5,91,1,3
greytown,za,-29,30,13,98,92,1
limon,cr,39,-103,-6,67,1,2
ocos,gt,14,-92,27,88,40,3
ondangwa,na,-17,15,20,24,0,1
lalmohan,bd,22,90,22,82,0,3
larap,ph,14,122,27,94,48,7
chengde,cn,40,117,-6,42,0,1
itapeva,br,-23,-48,15,86,0,2
waterloo,sl,43,-80,-3,85,90,3
inhambane,mz,-23,35,23,100,80,5
yenisea,gr,,,,,,
lyubech,ua,51,30,0,93,48,4
gulfport,us,30,-89,5,82,90,6
bela,pk,26,66,8,80,0,1
trelleborg,se,55,13,3,86,0,5
doba,td,8,16,18,44,0,3
varzea da palma,br,-17,-44,18,95,80,3
sicamous,ca,50,-118,-2,68,90,1
terra santa,br,-2,-56,24,95,80,1
mikun,ru,62,50,-6,92,80,3
porto de moz,br,-1,-52,24,94,88,2
cunha,br,-23,-44,14,83,0,2
khagrachari,bd,,,,,,
coxim,br,-18,-54,25,59,24,4
lamidan,ph,,,,,,
bondoukou,ci,8,-2,19,68,0,2
mandurah,au,-32,115,23,56,0,2
san ramon de la nueva oran,ar,-23,-64,26,69,44,1
stepnyak,kz,52,70,-25,62,24,1
arcata,us,40,-124,11,96,90,2
progreso,mx,-34,-56,21,64,90,4
peterborough,us,52,0,4,100,90,4
haldia,in,22,88,20,82,0,1
shuangcheng,cn,45,126,-15,65,0,2
meaux,fr,48,2,7,87,75,5
glubokiy,ru,48,40,1,95,88,5
krasnyy chikoy,ru,50,108,-22,71,56,1
tandlianwala,pk,31,73,13,100,92,2
rabaul,pg,-4,152,29,95,44,3
oranjestad,aw,12,-70,27,74,20,8
corning,us,42,-77,-5,77,1,1
ivanteyevka,ru,55,37,0,100,90,3
makaha,us,21,-158,25,68,1,8
kostomuksha,ru,64,30,-2,86,88,2
roald,no,62,6,4,80,88,6
goma,cd,-1,29,15,100,88,1
uvat,ru,59,68,-15,75,0,2
alekseyevka,kz,53,50,-5,92,75,4
santa ines,br,0,-78,6,100,44,1
dickinson,us,46,-102,-5,74,1,4
port shepstone,za,-30,30,18,100,88,5
waddan,ly,29,16,2,83,0,1
lithgow,au,-33,150,27,54,88,1
kiunga,pg,-6,141,32,61,20,1
jinka,et,5,36,16,99,80,0
sar-e pul,af,36,65,1,92,88,1
badvel,in,14,79,22,85,44,1
maningrida,au,-12,134,33,76,0,2
ornskoldsvik,se,63,18,1,100,92,2
son la,vn,21,103,16,92,76,1
gimli,ca,50,-96,-18,57,0,2
talavera de la reina,es,39,-4,0,82,0,1
heerenveen,nl,52,5,6,75,75,7
neryungri,ru,56,124,-24,69,44,4
shchigry,ru,51,36,0,96,88,4
jieshi,cn,22,115,14,100,68,4
carmo do rio claro,br,-20,-46,21,70,44,4
sikandarpur,in,26,84,14,85,0,1
ust-ilimsk,ru,57,102,-22,77,80,3
sungai udang,my,5,100,26,88,75,1
cocorit,mx,27,-109,22,46,20,2
torbay,ca,47,-52,-4,73,90,9
pinawa,ca,50,-95,-17,63,0,1
fare,pf,-16,-151,28,96,32,7
wajid,so,3,43,22,60,8,4
keuruu,fi,62,24,1,93,90,4
gladstone,au,-23,151,29,54,40,9
cotui,do,19,-70,24,88,20,5
steinbach,ca,49,-96,-12,78,5,5
libenge,cd,3,18,21,98,0,1
lesogorsk,ru,56,99,-25,62,64,1
